X,Y,NUDBO,MEDDBO,MINDBO,MAXDBO,DEVDBO,LATITUDE,LONGITUDE,OBJECTID,ID,CDESTACAO,ANO,SGUF,ENTIDADE,CORPODAGUA,AMBIENTE
-37.268304,-11.0749419996438,5,0.72,0.5,1.4,0.389872,-11.074942,-37.268304,1732,3633,50197000,2021,SE,,,1
-38.838333,-11.0647219996442,5,3.2,3,4,0.447214,-11.064722,-38.838333,1733,3634,ITPITP480,2021,BA,INEMA,Itapicuru,1
-37.381002,-11.0644559996441,5,4.46,0.5,10.5,4.186645,-11.064456,-37.381002,1734,3635,50196000,2021,SE,,,1
-37.494893,-11.0582279996443,5,1.92,0.5,6,2.383695,-11.058228,-37.494893,1735,3636,50195500,2021,SE,,,1
-37.910616,-11.0550659996444,5,2.24,0.5,6,2.517538,-11.055066,-37.910616,1736,3637,50240000,2021,SE,,,2
-42.344556,-11.0447219996447,4,6,3,15,6,-11.044722,-42.344556,1737,3640,VJRVRD600,2021,BA,INGÁ,Rio Verde,1
-38.7565,-11.0254169996453,6,3.5,3,5,0.83666,-11.025417,-38.7565,1738,3642,ITPITP500,2021,BA,INGÁ,Rio Itapicuru,1
-68.745167,-11.0176389996455,4,7,6,9,1.414214,-11.017639,-68.745167,1739,3646,13459000,2021,AC,Sema,Rio Acre,1
-37.499075,-11.0024469996461,5,3.6,0.5,13.3,5.547071,-11.002447,-37.499075,1740,3647,50194000,2021,SE,,,1
-37.744268,-10.9897619996464,5,1.68,0.5,5.9,2.368966,-10.989762,-37.744268,1741,3649,50203000,2021,SE,,,1
-39.307778,-10.9897219996464,5,3.2,3,4,0.447214,-10.989722,-39.307778,1742,3650,ITPITP430,2021,BA,INEMA,Itapicuru,1
-40.37028,-10.9783299996468,5,3,3,3,0,-10.97833,-40.37028,1743,3652,ITPRPD200,2021,BA,INEMA,das Pedras,1
-41.087139,-10.9764169996469,5,4,3,8,2.236068,-10.976417,-41.087139,1744,3653,SALSAL200,2021,BA,INGÁ,Rio Salitre,1
-37.14508,-10.9687989996471,5,0.62,0.5,1.1,0.268328,-10.968799,-37.14508,1745,3654,50192500,2021,SE,,,1
-39.625111,-10.9649999996471,4,5,3,7,1.825742,-10.965,-39.625111,1746,3655,ITPITP330,2021,BA,INGÁ,Rio Itapicuru,1
-37.667637,-10.9586299996474,5,0.94,0.5,2.1,0.69857,-10.95863,-37.667637,1747,3656,50210000,2021,SE,,,2
-39.738028,-10.9511939996476,5,3.6,3,6,1.341641,-10.951194,-39.738028,1748,3657,ITPITP300,2021,BA,INGÁ,Rio Itapicuru,1
-37.731914,-10.9466159996478,5,1.12,0.5,2.7,0.965401,-10.946616,-37.731914,1749,3658,50205000,2021,SE,,,1
-39.361639,-10.9465829996477,5,3.2,3,4,0.447214,-10.946583,-39.361639,1750,3659,ITPITP400,2021,BA,INGÁ,Rio Itapicuru,1
-69.566694,-10.9446109996478,4,5.25,5,6,0.5,-10.944611,-69.566694,1751,3660,13438000,2021,AC,Sema,Rio Acre,1
-37.097133,-10.9215439996485,5,18.9,0.5,85,37.093463,-10.921544,-37.097133,1752,3661,50188000,2021,SE,,,2
-37.186109,-10.9194449996486,5,3.4,0.5,8,3.117691,-10.919445,-37.186109,1753,3662,50080800,2021,SE,,,1
-37.210781,-10.9174839996486,5,3,0.5,9.9,3.99124,-10.917484,-37.210781,1754,3663,50187200,2021,SE,,,2
-41.568222,-10.9043059996491,4,3.5,3,5,1,-10.904306,-41.568222,1755,3664,VJRJRE800,2021,BA,INGÁ,Rio Jacaré,1
-37.178331,-10.8988869996492,5,2,0.5,6.1,2.435159,-10.898887,-37.178331,1756,3665,50080700,2021,SE,,,1
-37.048531,-10.8986849996492,5,4.76,0.5,9.7,4.413389,-10.898685,-37.048531,1757,3666,50150080,2021,SE,,,1
-40.17226,-10.8529999996506,5,3,3,3,0,-10.853,-40.17226,1758,3669,ITPBPN002,2021,BA,INEMA,Barragem Ponto Novo,2
-40.26806,-10.8488899996507,5,3,3,3,0,-10.84889,-40.26806,1759,3670,ITPITA200,2021,BA,INEMA,Rio Quente ou Ribeira do Pombal,1
-40.112778,-10.8449999996509,4,3,3,3,0,-10.845,-40.112778,1760,3671,,2021,BA,,,1
-37.580502,-10.8367919996511,5,3.06,0.5,13.3,5.724334,-10.836792,-37.580502,1761,3672,50186000,2021,SE,,,1
-40.21556,-10.8319999996512,5,3.2,3,4,0.447214,-10.832,-40.21556,1762,3673,ITPBPN003,2021,BA,INEMA,Campo Formoso,1
-40.4982,-10.8223999996516,5,3.2,3,4,0.447214,-10.8224,-40.4982,1763,3677,ITPSMB300,2021,BA,INEMA,Sambaíba,1
-40.360028,-10.8206389996516,5,3,3,3,0,-10.820639,-40.360028,1764,3679,ITPITA100,2021,BA,INGÁ,Rio Itapicuru Açu,1
-42.726722,-10.8133329996518,5,3.8,3,7,1.788854,-10.813333,-42.726722,1765,3680,PMIRSF470,2021,BA,INGÁ,Rio São Francisco,1
-37.174748,-10.8126079996519,5,3.34,0.5,9.7,3.76935,-10.812608,-37.174748,1766,3681,50070900,2021,SE,,,1
-37.189153,-10.8029659996522,5,2.44,0.5,6,2.404787,-10.802966,-37.189153,1767,3682,50085000,2021,SE,,,1
-40.21222,-10.8009999996522,5,3,3,3,0,-10.801,-40.21222,1768,3683,ITPBPN001,2021,BA,INEMA,Barragem Ponto Novo,2
-37.451942,-10.7983269996523,5,9.06,0.5,20.8,7.970132,-10.798327,-37.451942,1769,3684,50181000,2021,SE,,,2
-40.408108,-10.7970439996524,5,3,3,3,0,-10.797044,-40.408108,1770,3685,ITPBPI001,2021,BA,INEMA,Itapicuru-Açu,1
-37.226637,-10.7632079996534,5,1.8,0.5,5.2,2.054264,-10.763208,-37.226637,1771,3688,50083000,2021,SE,,,1
-37.52574,-10.7626219996534,5,1.86,0.5,7.3,3.041052,-10.762622,-37.52574,1772,3689,50183000,2021,SE,,,1
-40.43667,-10.7588899996535,5,3,3,3,0,-10.75889,-40.43667,1773,3690,ITPITA050,2021,BA,INEMA,Rio do Ouro,1
-37.795749,-10.7585889996535,5,4.54,0.5,8.1,3.482528,-10.758589,-37.795749,1774,3691,50175000,2021,SE,,,2
-40.22444,-10.7522199996537,4,3.5,3,5,1,-10.75222,-40.22444,1775,3692,ITPAIP300,2021,BA,INEMA,Itapicuru,1
-38.190489,-10.7346559996542,5,5.54,0.5,19.7,8.331146,-10.734656,-38.190489,1776,3693,50152500,2021,SE,,,2
-37.287942,-10.7219489996546,5,2.5,0.5,9.8,4.085952,-10.721949,-37.287942,1777,3694,50082000,2021,SE,,,2
-37.465346,-10.7138059996549,5,4.96,0.5,11.2,4.668297,-10.713806,-37.465346,1778,3695,50183500,2021,SE,,,1
-37.213239,-10.7125159996549,5,2.1,0.5,6.1,2.465766,-10.712516,-37.213239,1779,3696,50084000,2021,SE,,,1
-37.034682,-10.6965989996554,5,4.08,0.5,10.3,3.733899,-10.696599,-37.034682,1780,3699,50047000,2021,SE,,,1
-37.359746,-10.6751159996561,5,3.1,0.5,8.2,3.589568,-10.675116,-37.359746,1781,3700,50081000,2021,SE,,,2
-37.410065,-10.6680439996563,5,8.84,0.5,19.7,7.029794,-10.668044,-37.410065,1782,3702,50181800,2021,SE,,,2
-37.191108,-10.6634099996564,5,4.82,0.5,12.7,5.920473,-10.66341,-37.191108,1783,3703,50080000,2021,SE,,,1
-36.789198,-10.6528839996567,5,5.58,0.5,14.1,6.068937,-10.652884,-36.789198,1784,3704,50401300,2021,SE,,,1
-39.716111,-10.6511389996568,5,3,3,3,0,-10.651139,-39.716111,1785,3705,ITPJCI050,2021,BA,INGÁ,Rio Jacurici,1
-68.506583,-10.6499169996569,4,6.75,5,8,1.258306,-10.649917,-68.506583,1786,3706,13550001,2021,AC,Sema,Rio Acre,1
-38.999994,-10.644372999657,5,3.4,0.5,13.3,5.58301,-10.644373,-38.999994,1787,3707,50169500,2021,SE,,,1
-37.30102,-10.643602999657,5,2.14,0.5,4.4,1.668233,-10.643603,-37.30102,1788,3708,50080300,2021,SE,,,1
-37.079827,-10.6229819996576,5,7.4,0.5,17.1,6.177783,-10.622982,-37.079827,1789,3711,50200800,2021,SE,,,1
-40.341889,-10.5980829996584,4,3,3,3,0,-10.598083,-40.341889,1790,3712,ITPAIP050,2021,BA,INGÁ,Rio Aipim,1
-37.112465,-10.5965489996585,5,2.46,0.5,5.6,2.367066,-10.596549,-37.112465,1791,3713,50046000,2021,SE,,,1
-36.958228,-10.5900009996586,5,4.02,0.5,17.1,7.32168,-10.590001,-36.958228,1792,3715,50040000,2021,SE,,,1
-37.87,-10.5874999996587,4,3.25,3,4,0.5,-10.5875,-37.87,1793,3716,VZBVZB900,2021,BA,INGÁ,Vaza-Barris,1
-38.1033,-10.5857999996588,4,3.75,3,6,1.5,-10.5858,-38.1033,1794,3717,,2021,BA,,,1
-36.91313,-10.581018999659,5,5.02,0.5,14.1,5.467815,-10.581019,-36.91313,1795,3719,50043000,2021,SE,,,1
-36.913882,-10.580598999659,5,4.2,0.5,11.2,4.408514,-10.580599,-36.913882,1796,3720,50042000,2021,SE,,,1
-36.779372,-10.5736969996592,5,6.88,0.5,20.8,8.30554,-10.573697,-36.779372,1797,3721,49796000,2021,SE,,,1
-38.076111,-10.5699999996593,4,3,3,3,0,-10.57,-38.076111,1798,3723,VZBAAD001,2021,BA,INEMA,Açude de Adustina,2
-37.571347,-10.5514439996599,5,2.4,0.5,3.8,1.736376,-10.551444,-37.571347,1799,3725,50126000,2021,SE,,,2
-37.113032,-10.5426579996602,5,9,0.5,17.1,8.11172,-10.542658,-37.113032,1800,3727,50043500,2021,SE,,,1
-37.028035,-10.5302709996605,5,3.04,0.5,5.2,1.998249,-10.530271,-37.028035,1801,3728,50043400,2021,SE,,,1
-40.316194,-10.5288059996605,5,4,3,6,1.414214,-10.528806,-40.316194,1802,3729,ITPCFM600,2021,BA,INEMA,Campo Formoso,1
-42.240478,-10.5285889996606,4,3,3,3,0,-10.528589,-42.240478,1803,3730,,2021,BA,,,1
-37.437956,-10.5232099996607,5,7.96,0.5,23,9.569378,-10.52321,-37.437956,1804,3731,50150200,2021,SE,,,2
-37.246652,-10.5229059996607,5,6.42,0.5,17.8,7.387625,-10.522906,-37.246652,1805,3732,50150050,2021,SE,,,1
-39.356111,-10.4799999996621,5,3.8,3,5,0.83666,-10.48,-39.356111,1806,3734,ITPCRC050,2021,BA,INGÁ,Rio Cariaçá,2
-42.27814,-10.4739999996622,4,3,3,3,0,-10.474,-42.27814,1807,3735,,2021,BA,,,1
-36.63016,-10.4682339996624,5,4.8,0.5,16.4,6.92315,-10.468234,-36.63016,1808,3736,49744000,2021,SE,,,1
-37.114782,-10.4618899996626,5,3.12,0.5,5.4,2.251,-10.46189,-37.114782,1809,3738,50042800,2021,SE,,,1
-37.91875,-10.451110999663,4,3.75,3,6,1.5,-10.451111,-37.91875,1810,3739,VZBVZB700,2021,BA,INGÁ,Vaza-Barris,1
-37.084917,-10.4411289996633,5,1.72,0.5,3.7,1.591226,-10.441129,-37.084917,1811,3741,50042500,2021,SE,,,1
-36.668234,-10.4278379996637,5,1.22,0.5,3.6,1.347961,-10.427838,-36.668234,1812,3743,49745000,2021,SE,,,1
-40.218333,-10.386943999665,4,3,3,3,0,-10.386944,-40.218333,1813,3746,,2021,BA,,,1
-36.807716,-10.3697799996654,5,7.64,0.5,16.3,7.581425,-10.36978,-36.807716,1814,3748,49746000,2021,SE,,,1
-37.698936,-10.3657629996656,5,2.28,0.5,4.9,2.39207,-10.365763,-37.698936,1815,3749,50101000,2021,SE,,,2
-37.185639,-10.3653289996656,5,8.08,0.5,18.6,6.812635,-10.365329,-37.185639,1816,3750,50021000,2021,SE,,,2
-67.183806,-10.3376939996664,5,6.8,4,10,2.280351,-10.337694,-67.183806,1817,3751,15324300,2021,AC,Sema,Rio Abunã,1
-36.574353,-10.3160149996671,5,1.4,0.5,4.9,1.957039,-10.316015,-36.574353,1818,3753,49743100,2021,SE,,,1
-48.136831,-10.3038469996675,6,2.316667,1.7,3.6,0.713909,-10.303847,-48.136831,1819,3754,Palmas – TO,2021,TO,BRK AMBIENTAL SANETINS,Córrego Roncador,1
-48.296719,-10.2895079996679,6,2.316667,1.7,3.6,0.713909,-10.289508,-48.296719,1820,3756,Palmas – TO,2021,TO,BRK AMBIENTAL SANETINS,Reservatório UHE Lajeado,2
-38.05478,-10.2749999996684,4,4.5,3,9,3,-10.275,-38.05478,1821,3757,VZBBGP001,2021,BA,INEMA,Vaza-Barris,1
-36.889091,-10.2465129996693,5,,2.1,,74.234743,-10.246513,-36.889091,1822,3759,49700000,2021,SE,,,1
-37.405056,-10.2366799996695,5,19.04,0.5,37.3,14.345836,-10.23668,-37.405056,1823,3761,49650900,2021,SE,,,2
-36.82198,-10.2128699996703,5,3.8,0.5,6.7,2.585537,-10.21287,-36.82198,1824,3762,49704900,2021,SE,,,1
-36.84252,-10.2065649996705,5,8.64,3.7,13.3,4.17229,-10.206565,-36.84252,1825,3764,49704000,2021,SE,,,2
-37.226954,-10.1936569996709,5,8.12,0.5,18.1,9.068738,-10.193657,-37.226954,1826,3765,49619000,2021,SE,,,2
-48.294722,-10.1433299996724,6,2.316667,1.7,3.6,0.713909,-10.14333,-48.294722,1827,3771,Palmas – TO,2021,TO,BRK AMBIENTAL SANETINS,Córrego Água Fria,1
-37.351351,-10.1367449996727,5,5.78,0.5,14.1,6.379028,-10.136745,-37.351351,1828,3772,50191000,2021,SE,,,1
-37.601378,-10.1189339996732,5,11.14,0.5,21.9,9.221063,-10.118934,-37.601378,1829,3775,49519000,2021,SE,,,2
-38.361,-10.093860999674,4,3,3,3,0,-10.093861,-38.361,1830,3777,VZBVZB400,2021,BA,INGÁ,Vaza-Barris,1
-38.326111,-10.0919439996741,4,,6,,43.5,-10.091944,-38.326111,1831,3778,,2021,BA,,,1
-42.42944,-10.0709999996747,5,3.2,3,4,0.447214,-10.071,-42.42944,1832,3780,SOBRSF630,2021,BA,INEMA,São Francisco,1
-48.5598,-10.0631999996749,4,2.125,1.7,2.9,0.567891,-10.0632,-48.5598,1833,3781,Paraíso do Tocantins – TO,2021,TO,BRK AMBIENTAL SANETINS,BN do Coco,2
-40.695278,-10.0102779996766,4,3,3,3,0,-10.010278,-40.695278,1834,3783,SALSAL450,2021,BA,INEMA,Salitre,1
-67.778222,-9.95783299967818,5,6.2,4,9,1.923538,-9.957833,-67.778222,1835,3787,13601000,2021,AC,Sema,Rio Acre,1
-37.445473,-9.95770499967817,5,13.38,7.6,24.1,6.531615,-9.957705,-37.445473,1836,3788,49402500,2021,SE,,,2
-37.291508,-9.91106199967967,5,23.86,13.7,42.1,10.985126,-9.911062,-37.291508,1837,3791,49572000,2021,SE,,,1
-39.037889,-9.88213899968053,4,3.5,3,4,0.57735,-9.882139,-39.037889,1838,3793,VZBVZB150,2021,BA,INGÁ,Vaza-Barris,1
-38.866667,-9.88166699968055,4,3.75,3,6,1.5,-9.881667,-38.866667,1839,3794,,2021,BA,,,1
-37.268398,-9.85113899968149,5,10.56,0.5,15.3,5.815325,-9.851139,-37.268398,1840,3795,49390000,2021,SE,,,1
-36.1059,-9.77469999968387,4,3.75,1,7,2.5,-9.7747,-36.1059,1841,3803,39950010,2021,AL,SEMARH,Rio São Miguel,1
-35.813778,-9.69274999968641,16,8.15375,2,22.37,5.566363,-9.69275,-35.813778,1842,3814,PCT-18,2021,AL,IMA,Lagoa Manguaba,2
-36.2844,-9.68589999968665,4,3.75,1,7,2.5,-9.6859,-36.2844,1843,3815,39950010,2021,AL,SEMARH,Rio São Miguel,1
-43.05528,-9.64399999968795,4,3.75,3,6,1.5,-9.644,-43.05528,1844,3822,SOBBVC001,2021,BA,INEMA,Vereda do Calumbi,1
-67.532889,-9.59072199968963,5,6,5,8,1.224745,-9.590722,-67.532889,1845,3833,13770000,2021,AC,Sema,Rio Iquiri,1
-67.532944,-9.5906669996896,5,7.4,5,10,1.949359,-9.590667,-67.532944,1846,3834,13610001,2021,AC,Sema,Rio Acre,1
-39.88778,-9.58099999968992,5,3,3,3,0,-9.581,-39.88778,1847,3835,MRRCRC500,2021,BA,INEMA,Curaçá,1
-40.65368,-9.5619799996905,5,3,3,3,0,-9.56198,-40.65368,1848,3838,SALSAL600,2021,BA,INGÁ,Rio Salitre,1
-42.03083,-9.5609999996905,4,3.25,3,4,0.5,-9.561,-42.03083,1849,3839,SOBTQR001,2021,BA,INEMA,Vereda da Quixabá,1
-43.01022,-9.512999999692,4,13.5,3,32,13.228757,-9.513,-43.01022,1850,3842,SOBLCA001,2021,BA,INEMA,Riacho Tanque Real,1
-40.553139,-9.46158299969364,5,3,3,3,0,-9.461583,-40.553139,1851,3849,MRRRSF700,2021,BA,INGÁ,Rio São Francisco,1
-40.843806,-9.45330599969388,5,3,3,3,0,-9.453306,-40.843806,1852,3851,SOBSOB500,2021,BA,INEMA,Lago Sobradinho,2
-40.819222,-9.4274719996947,5,3,3,3,0,-9.427472,-40.819222,1853,3854,SOBRSF650,2021,BA,INGÁ,Rio São Francisco,1
-40.474389,-9.42141699969489,5,3,3,3,0,-9.421417,-40.474389,1854,3856,MRRRSF730,2021,BA,INGÁ,Rio São Francisco,1
-38.198833,-9.41952799969495,5,3.4,3,5,0.894427,-9.419528,-38.198833,1855,3857,MRRRSF990,2021,BA,INGÁ,Rio São Francisco,1
-38.235694,-9.40111099969553,5,3.6,3,6,1.341641,-9.401111,-38.235694,1856,3859,MRRRSF980,2021,BA,INGÁ,Rio São Francisco,1
-40.316333,-9.29286099969891,5,3,3,3,0,-9.292861,-40.316333,1857,3866,MRRRSF750,2021,BA,INGÁ,Rio São Francisco,1
-40.99583,-9.17899999970243,5,3,3,3,0,-9.179,-40.99583,1858,3869,SOBRSF640,2021,BA,INEMA,São Francisco,1
-38.306889,-9.15349999970326,5,3,3,3,0,-9.1535,-38.306889,1859,3875,MRRRSF950,2021,BA,INGÁ,Rio São Francisco,1
-39.937278,-9.11527799970444,5,5.6,3,8,2.50998,-9.115278,-39.937278,1860,3877,MRRCRC800,2021,BA,INGÁ,Curaçá,1
-40.099778,-9.09352799970512,5,3.4,3,4,0.547723,-9.093528,-40.099778,1861,3878,MRRRSF780,2021,BA,INGÁ,Rio São Francisco,1
-68.661653,-9.0810609997055,5,8.4,4,13,3.361547,-9.081061,-68.661653,1862,3880,13408000,2021,AC,Sema,Rio Iaco,1
-39.9095,-8.98913899970843,5,3,3,3,0,-8.989139,-39.9095,1863,3885,MRRRSF850,2021,BA,INGÁ,Rio São Francisco,1
-69.276056,-8.88858299971154,5,8.8,7,10,1.30384,-8.888583,-69.276056,1864,3889,13190000,2021,AC,Sema,Rio Purus,1
-38.763056,-8.83916699971308,5,3,3,3,0,-8.839167,-38.763056,1865,3892,MRRRSF920,2021,BA,INEMA,São Francisco,2
-35.452927,-8.8295239997134,5,1.092,0.28,2.21,0.74261,-8.829524,-35.452927,1866,3894,39560200,2021,PE,CPRH,Informação não disponível,1
-35.183108,-8.81203299971394,5,1.06,0.76,1.3,0.222261,-8.812033,-35.183108,1867,3895,39590500,2021,PE,CPRH,Informação não disponível,1
-35.814783,-8.74883299971594,5,0.694,0.42,1.48,0.442244,-8.748833,-35.814783,1868,3901,39540700,2021,PE,CPRH,Rio Pirangí,1
-39.113556,-8.71922199971688,5,3.2,3,4,0.447214,-8.719222,-39.113556,1869,3902,MRRRSF900,2021,BA,INGÁ,Rio São Francisco,1
-35.715527,-8.66942399971843,5,2,0.8,3.02,1.022057,-8.669424,-35.715527,1870,3905,39541800,2021,PE,APAC,Rio Panelas,1
-35.211422,-8.64883299971912,5,1.922,0.69,3.7,1.119116,-8.648833,-35.211422,1871,3906,39480200,2021,PE,CPRH,Informação não disponível,1
-39.248056,-8.62611099971979,5,3,3,3,0,-8.626111,-39.248056,1872,3909,MRRRSF870,2021,BA,INGÁ,Rio São Francisco,1
-35.840411,-8.61893099972001,5,3.052,0.94,7.3,2.748485,-8.618931,-35.840411,1873,3910,39540710,2021,PE,CPRH,Rio Panelas,1
-35.669776,-8.587636999721,4,2.935,1.2,5.12,1.790298,-8.587637,-35.669776,1874,3913,39551000,2021,PE,,,2
-35.107136,-8.57932799972126,5,11.632,1.06,30.8,14.017037,-8.579328,-35.107136,1875,3915,39490600,2021,PE,CPRH,Informação não disponível,1
-35.833413,-8.57013499972157,5,3.77,0.91,7.06,2.567031,-8.570135,-35.833413,1876,3916,39540600,2021,PE,APAC,Rio Una,1
-35.394172,-8.56539699972174,5,11.122,0.94,42.25,17.772022,-8.565397,-35.394172,1877,3917,39459000,2021,PE,CPRH,Informação não disponível,1
-40.170853,-8.54184199972244,4,20.125,2.22,46.98,21.500979,-8.541842,-40.170853,1878,3920,48330000,2021,PE,CPRH,Rio das Garças,2
-35.656086,-8.42031099972633,5,0.916,0.33,2.09,0.681234,-8.420311,-35.656086,1879,3936,39430500,2021,PE,CPRH,Informação não disponível,1
-34.978583,-8.40681399972672,4,2.6125,0.6,5.2,2.127493,-8.406814,-34.978583,1880,3939,39370420,2021,PE,CPRH,Informação não disponível,1
-35.066801,-8.40459299972677,4,16.075,4.7,30,12.440894,-8.404593,-35.066801,1881,3940,39370200,2021,PE,CPRH,Rio Ipojuca,1
-36.42343,-8.38646999972734,4,7.47,6.03,10.6,2.106324,-8.38647,-36.42343,1882,3945,39339800,2021,PE,APAC,Rio Ipojuca,1
-35.344778,-8.35926099972822,4,6.76,0.72,18.42,8.048901,-8.359261,-35.344778,1883,3954,39360600,2021,PE,CPRH,Informação não disponível,1
-35.805869,-8.35666799972832,4,14.3625,2.8,26,12.871634,-8.356668,-35.805869,1884,3957,39266000,2021,PE,CPRH,Rio Mororó,2
-36.04339,-8.30367099972999,4,3.9275,2.23,8.1,2.800838,-8.303671,-36.04339,1885,3964,39340350,2021,PE,CPRH,Riacho Taquara,2
-35.068618,-8.29111699973036,4,1.0275,0.55,1.8,0.557696,-8.291117,-35.068618,1886,3965,39200550,2021,PE,,,1
-35.940039,-8.28383599973062,4,52.8075,25.98,69.6,18.839716,-8.283836,-35.940039,1887,3969,39340400,2021,PE,CPRH,Informação não disponível,1
-35.159725,-8.28333899973063,4,1.79,0.78,3.38,1.139649,-8.283339,-35.159725,1888,3970,39198590,2021,PE,,,1
-36.435372,-8.28228599973066,4,1.5375,1.02,2.24,0.51071,-8.282286,-36.435372,1889,3971,39339900,2021,PE,CPRH,Informação não disponível,1
-35.015006,-8.25646099973148,4,5.4325,1.72,13.95,5.791151,-8.256461,-35.015006,1890,3977,39200700,2021,PE,,,1
-35.450514,-8.25262499973162,4,7.345,2.99,13.6,4.55683,-8.252625,-35.450514,1891,3979,39359500,2021,PE,CPRH,Informação não disponível,1
-36.37598,-8.24739999973178,4,1.6475,1.3,2.17,0.372503,-8.2474,-36.37598,1892,3980,39114000,2021,PE,APAC,Bacia Hidrográfica Capibaribe,2
-35.26508,-8.24228999973194,4,,1.39,,91.761143,-8.24229,-35.26508,1893,3982,39191600,2021,PE,,,1
-35.0506,-8.23639999973211,4,2.6475,1.36,3.6,0.957614,-8.2364,-35.0506,1894,3983,39200800,2021,PE,,,2
-39.897137,-8.22941499973235,4,7.9775,1.35,23,10.166712,-8.229415,-39.897137,1895,3985,48450100,2021,PE,CPRH,Riacho São Pedro,2
-35.607472,-8.21328899973282,4,9.95,7.92,13.09,2.258657,-8.213289,-35.607472,1896,3990,39340500,2021,PE,CPRH,Informação não disponível,1
-34.964494,-8.17428599973407,4,9.15,6.5,12.38,2.636247,-8.174286,-34.964494,1897,3993,39189900,2021,PE,,,1
-70.389583,-8.1668329997343,5,6,4,8,1.581139,-8.166833,-70.389583,1898,3994,12660000,2021,AC,Sema,Rio Envira,1
-70.745667,-8.1519169997348,5,6.4,5,7,0.894427,-8.151917,-70.745667,1899,3996,12600002,2021,AC,Sema,Rio Tarauacá,1
-35.200382,-8.13889999973517,4,0.765,0.47,1.35,0.408289,-8.1389,-35.200382,1900,3997,39189580,2021,PE,,,1
-35.088562,-8.12049999973577,4,14.1575,1.5,45.54,21.078713,-8.1205,-35.088562,1901,3999,39189600,2021,PE,,,1
-35.007281,-8.11359399973597,4,7.4625,2.2,13.13,5.295195,-8.113594,-35.007281,1902,4001,39189750,2021,PE,,,1
-34.978,-8.09099999973672,4,2.1275,1.41,2.84,0.642981,-8.091,-34.978,1903,4007,39189780,2021,PE,CPRH,Riacho Jangadinha,2
-35.037896,-8.09091499973671,4,4.575,1.43,7.8,2.688823,-8.090915,-35.037896,1904,4008,39189800,2021,PE,CPRH,Rio Duas Unas,2
-35.16216,-8.03758599973838,4,5.8775,4.19,7.9,1.528668,-8.037586,-35.16216,1905,4019,39175000,2021,PE,CPRH,Rio Tapacurá,2
-34.873786,-8.02021699973895,4,37.0925,16.01,52.86,15.427848,-8.020217,-34.873786,1906,4024,39098600,2021,PE,CPRH,Rio Beberibe,1
-35.033439,-7.99938299973963,4,6.555,1.87,13,4.841394,-7.999383,-35.033439,1907,4029,39188700,2021,PE,CPRH,Informação não disponível,1
-39.565465,-7.99314699973983,4,9.4275,5.08,16,5.141863,-7.993147,-39.565465,1908,4031,48398000,2021,PE,CPRH,Rio Brígida,2
-39.768673,-7.98988799973991,4,7.5425,1.6,14.57,5.867642,-7.989888,-39.768673,1909,4032,48408000,2021,PE,CPRH,Riacho Logradouro,2
-35.07804,-7.98160299974018,4,3.2025,1.16,7.91,3.185659,-7.981603,-35.07804,1910,4033,39170500,2021,PE,CPRH,Rio Capibaribe,1
-40.321757,-7.97905799974027,4,6.475,1.46,19,8.371672,-7.979058,-40.321757,1911,4035,48438000,2021,PE,CPRH,Riacho São Pedro,2
-34.930447,-7.97387399974044,4,1.195,0.36,1.99,0.672433,-7.973874,-34.930447,1912,4036,39098050,2021,PE,CPRH,Rio Beberibe,1
-36.349722,-7.96194399974081,4,3.925,2.51,7.3,2.283397,-7.961944,-36.349722,1913,4040,39097000,2021,PE,APAC,Bacia Hidrográfica Capibaribe,2
-35.736326,-7.93852499974157,4,2.1525,1.42,2.84,0.589201,-7.938525,-35.736326,1914,4045,39136000,2021,PE,,,2
-34.862492,-7.93813899974153,4,18.375,5.67,27.3,10.545604,-7.938139,-34.862492,1915,4047,39095600,2021,PE,CPRH,"Rio
Paratibe",1
-34.912722,-7.93769399974159,4,1.0425,0.42,1.84,0.590162,-7.937694,-34.912722,1916,4048,39095400,2021,PE,CPRH,Rio Paratibe,1
-35.035056,-7.8965359997429,4,2.1175,0.6,6,2.603566,-7.896536,-35.035056,1917,4051,39090100,2021,PE,,,1
-40.14917,-7.89643399974287,4,7.885,1.04,19,7.792276,-7.896434,-40.14917,1918,4052,48439000,2021,PE,CPRH,Riacho Tamboril,2
-35.174169,-7.8949529997429,4,7.2825,4.1,15.6,5.571034,-7.894953,-35.174169,1919,4053,39150500,2021,PE,CPRH,Informação não disponível,1
-35.338264,-7.89381699974297,4,1.7675,1.47,2.04,0.242126,-7.893817,-35.338264,1920,4055,39145550,2021,PE,CPRH,Informação não disponível,1
-34.895944,-7.88636399974321,4,6.9525,1.22,17.6,7.48406,-7.886364,-34.895944,1921,4060,39095150,2021,PE,CPRH,"Riacho Arroio
Desterro",1
-35.1769,-7.87719999974351,4,3.2125,0.42,8,3.33288,-7.8772,-35.1769,1922,4062,39146000,2021,PE,CPRH,Rio Cursai,2
-39.9361,-7.87284299974361,4,3.4125,1.2,6,2.48614,-7.872843,-39.9361,1923,4063,48410000,2021,PE,CPRH,Riacho Gravatá,2
-34.925341,-7.87021999974373,4,2.1025,0.39,3.24,1.274372,-7.87022,-34.925341,1924,4064,39090300,2021,PE,,,1
