X,Y,NUDBO,MEDDBO,MINDBO,MAXDBO,DEVDBO,LATITUDE,LONGITUDE,OBJECTID,ID,CDESTACAO,ANO,SGUF,ENTIDADE,CORPODAGUA,AMBIENTE
-45.89292,-21.664829999352,8,2.0625,2,2.4,0.140789,-21.66483,-45.89292,540,1477,BG069,2021,MG,IGAM,Rio do Machado,1
-45.04461,-21.6575799993521,8,2,2,2,0,-21.65758,-45.04461,541,1480,BG040,2021,MG,IGAM,Ribeirão Vermelho,1
-45.11531,-21.6553899993522,8,2,2,2,0,-21.65539,-45.11531,542,1481,BG034,2021,MG,IGAM,Rio do Peixe (GD4),1
-50.6375,-21.6521999993523,4,2,2,2,0,-21.6522,-50.6375,543,1483,AGUA02200,2021,SP,CETESB,Rio Aguapeí ou Feio,1
-48.839722,-21.6419439993525,5,4,2,6,1.581139,-21.641944,-48.839722,544,1486,SLOU03700,2021,SP,CETESB,Rio São Lourenço,1
-45.36378,-21.6414199993525,8,2.7,2,6.2,1.496663,-21.64142,-45.36378,545,1487,BG035,2021,MG,IGAM,Rio Verde (GD4),1
-49.285278,-21.6402779993526,5,6,2,12,4.301163,-21.640278,-49.285278,546,1488,TIPR02400,2021,SP,CETESB,Reservatório de Promissão,2
-45.39542,-21.6298299993528,8,2.2625,2,4.1,0.742462,-21.62983,-45.39542,547,1489,BG036,2021,MG,IGAM,Rio Palmela,1
-44.39367,-21.6133599993532,8,2,2,2,0,-21.61336,-44.39367,548,1493,BG005,2021,MG,IGAM,Rio Aiuruoca,1
-45.50844,-21.6064199993534,8,2,2,2,0,-21.60642,-45.50844,549,1494,BG037,2021,MG,IGAM,Rio Verde (GD4),1
-51.702778,-21.6044439993534,6,2,2,2,0,-21.604444,-51.702778,550,1495,PEIX02800,2021,SP,CETESB,Rio do Peixe-UGRHI 21,1
-43.50433,-21.5933899993537,8,2,2,2,0,-21.59339,-43.50433,551,1496,BS002,2021,MG,IGAM,Rio Paraibuna,1
-44.21,-21.5899999993537,8,2,2,2,0,-21.59,-44.21,552,1497,BG054,2021,MG,IGAM,Rio Sapucaí-Mirim,1
-41.93,-21.5899999993537,8,2,2,2,0,-21.59,-41.93,553,1498,BS079,2021,MG,IGAM,Rio Paraíba do Sul,1
-46.29,-21.5899999993537,8,2.05,2,2.4,0.141421,-21.59,-46.29,554,1499,BG068,2021,MG,IGAM,Rio do Peixe (GD3),1
-45.68136,-21.579529999354,8,2,2,2,0,-21.57953,-45.68136,555,1502,BG049,2021,MG,IGAM,Rio Sapucaí,1
-50.974444,-21.5458329993548,4,3.5,2,5,1.290994,-21.545833,-50.974444,556,1507,BESP04900,2021,SP,CETESB,Córrego da Boa Esperança,1
-42.25567,-21.4942799993561,8,2,2,2,0,-21.49428,-42.25567,557,1512,BS054,2021,MG,IGAM,Rio Pomba,1
-44.32753,-21.4919399993561,8,2,2,2,0,-21.49194,-44.32753,558,1513,BG003,2021,MG,IGAM,Rio Grande,1
-43.52603,-21.4877799993562,7,7.042857,2,29.1,9.76778,-21.48778,-43.52603,559,1514,BS072,2021,MG,IGAM,Rio Pirapetinga,1
-43.52603,-21.4877799993562,8,3.0875,2,4.2,0.75297,-21.48778,-43.52603,560,1514,BS072,2021,MG,IGAM,Rio Pirapetinga,1
-43.45528,-21.4872199993562,8,2.0625,2,2.5,0.176777,-21.48722,-43.45528,561,1515,BS074,2021,MG,IGAM,Rio do Pinho,1
-47.093889,-21.4705559993566,5,2.2,2,3,0.447214,-21.470556,-47.093889,562,1518,CANO02800,2021,SP,CETESB,Rio Canoas,1
-42.83,-21.4699999993567,8,2,2,2,0,-21.47,-42.83,563,1519,BS044,2021,MG,IGAM,Rio Novo,1
-49.583611,-21.4622219993568,7,5.571429,3,14,3.994043,-21.462222,-49.583611,564,1521,ESGT02050,2021,SP,CETESB,Córrego do Esgotão,2
-45.51572,-21.457059999357,8,2,2,2,0,-21.45706,-45.51572,565,1522,BG067,2021,MG,IGAM,Ribeirão da Espera,1
-50.056389,-21.4361109993574,5,2,2,2,0,-21.436111,-50.056389,566,1524,LAGE02500,2021,SP,CETESB,Ribeirão Lageado,1
-51.014444,-21.4319439993576,7,2,2,2,0,-21.431944,-51.014444,567,1526,AGUA02500,2021,SP,CETESB,Rio Aguapeí ou Feio,1
-47.01444,-21.4288899993577,8,2,2,2,0,-21.42889,-47.01444,568,1527,BG095,2021,MG,IGAM,Rio Canoas,1
-46.995833,-21.4222219993578,6,2.166667,2,3,0.408248,-21.422222,-46.995833,569,1528,CANO02001,2021,SP,CETESB,Rio Canoas,1
-42.66889,-21.4199999993579,8,2,2,2,0,-21.42,-42.66889,570,1529,BS050,2021,MG,IGAM,Rio Pomba,1
-42.61,-21.4099999993581,8,2,2,2,0,-21.41,-42.61,571,1531,BS051,2021,MG,IGAM,Rio Pomba,1
-42.68908,-21.3983299993584,8,5.6125,2.6,7.4,1.843473,-21.39833,-42.68908,572,1532,BS049,2021,MG,IGAM,Ribeirão Meia Pataca,1
-47.864722,-21.3974999993584,6,2,2,2,0,-21.3975,-47.864722,573,1533,RONC02400,2021,SP,CETESB,Ribeirão das Onças (UGRHI 9),1
-43.03869,-21.3857799993587,8,2,2,2,0,-21.38578,-43.03869,574,1535,BS038,2021,MG,IGAM,Rio Pomba,1
-42.765,-21.3855599993587,8,2,2,2,0,-21.38556,-42.765,575,1536,BS046,2021,MG,IGAM,Rio Novo,1
-42.74528,-21.374169999359,8,2,2,2,0,-21.37417,-42.74528,576,1537,BS043,2021,MG,IGAM,Rio Pomba,1
-46.52028,-21.3534199993595,8,5,2.3,8.1,2.007842,-21.35342,-46.52028,577,1539,BG089,2021,MG,IGAM,Rio Muzambinho,1
-51.851944,-21.3502779993595,4,3,2,5,1.414214,-21.350278,-51.851944,578,1540,RECA02900,2021,SP,CETESB,Ribeirão das Marrecas,1
-46.83,-21.32999999936,8,2.6,2,5.3,1.210667,-21.33,-46.83,579,1541,BG094,2021,MG,IGAM,Ribeirão Santa Bárbara,1
-49.822222,-21.3213889993603,7,3.142857,2,5,1.214986,-21.321389,-49.822222,580,1542,PATO02900,2021,SP,CETESB,Ribeirão dos Patos,1
-48.323333,-21.3102779993605,6,2,2,2,0,-21.310278,-48.323333,581,1544,RICO02600,2021,SP,CETESB,Córrego  Rico- UGHRI 9,1
-50.310556,-21.3102779993605,5,2.2,2,3,0.447214,-21.310278,-50.310556,582,1545,XOTE02500,2021,SP,CETESB,Córrego do Baixote,1
-49.7825,-21.2972219993608,8,,2,,163.345165,-21.297222,-49.7825,583,1548,TIPR02990,2021,SP,CETESB,Reservatório de Promissão,2
-49.795,-21.2969439993608,5,2.6,2,4,0.894427,-21.296944,-49.795,584,1549,TIET02700,2021,SP,CETESB,Rio Tietê,1
-47.481111,-21.2922219993609,5,2.2,2,3,0.447214,-21.292222,-47.481111,585,1551,PARD02400,2021,SP,CETESB,Rio Pardo - UGRHIs 4 e 12,1
-44.63114,-21.290059999361,8,2,2,2,0,-21.29006,-44.63114,586,1552,BG007,2021,MG,IGAM,Rio Grande,1
-42.82336,-21.2874999993611,8,2.3375,2,2.9,0.392565,-21.2875,-42.82336,587,1553,BS042,2021,MG,IGAM,Rio Xopotó (PS2),1
-46.36,-21.2799999993612,8,2,2,2,0,-21.28,-46.36,588,1555,BG090,2021,MG,IGAM,Rio Muzambo,1
-43.18,-21.2799999993612,4,2,2,2,0,-21.28,-43.18,589,1556,,2021,MG,,,2
-44.88417,-21.2753099993613,8,2,2,2,0,-21.27531,-44.88417,590,1557,BG008,2021,MG,IGAM,Ribeirão Caieiro,1
-44.88417,-21.2753099993613,8,9.4125,5.3,13.4,2.852286,-21.27531,-44.88417,591,1557,BG008,2021,MG,IGAM,Ribeirão Caieiro,1
-42.94,-21.2699999993615,4,2,2,2,0,-21.27,-42.94,592,1558,,2021,MG,,,2
-47.8189,-21.2671999993616,6,5.833333,3,11,3.060501,-21.2672,-47.8189,593,1560,RIPE04300,2021,SP,CETESB,Ribeirão Preto,1
-43.67914,-21.249169999362,8,2,2,2,0,-21.24917,-43.67914,594,1561,BG011,2021,MG,IGAM,Rio das Mortes,1
-43.91875,-21.2348899993623,8,2,2,2,0,-21.23489,-43.91875,595,1564,BG012,2021,MG,IGAM,Rio das Mortes,1
-43.31811,-21.2336399993624,8,2,2,2,0,-21.23364,-43.31811,596,1565,BS033,2021,MG,IGAM,Rio Pomba,1
-49.5289,-21.2316999993624,9,3.111111,2,5,1.166667,-21.2317,-49.5289,597,1567,BMAN02250,2021,SP,CETESB,Braço do Rio Barra Mansa,2
-41.308799,-21.2220919993626,4,2.25,2,3,0.5,-21.222092,-41.308799,598,1568,ITB1C015,2021,ES,IEMA,Rio Itabapoana,1
-50.428611,-21.2219439993627,7,3.285714,2,8,2.360387,-21.221944,-50.428611,599,1569,BAGU02700,2021,SP,CETESB,Ribeirão Baguaçu,1
-51.497778,-21.2208329993627,5,2,2,2,0,-21.220833,-51.497778,600,1570,AGUA02800,2021,SP,CETESB,Rio Aguapeí ou Feio,1
-42.67,-21.2099999993629,8,2,2,2,0,-21.21,-42.67,601,1572,BS045,2021,MG,IGAM,Rio Muriaé,1
-50.651389,-21.207777999363,4,2.75,2,4,0.957427,-21.207778,-50.651389,602,1573,FRUT02800,2021,SP,CETESB,Córrego do Frutal,1
-47.657222,-21.206666999363,6,2,2,2,0,-21.206667,-47.657222,603,1574,TDUA02700,2021,SP,CETESB,Ribeirão do Tamanduá,1
-41.462921,-21.206024999363,4,3.25,2,7,2.5,-21.206025,-41.462921,604,1575,ITB1C010,2021,ES,IEMA,Rio Itabapoana,1
-43.96733,-21.205829999363,8,2.2625,2,4.1,0.742462,-21.20583,-43.96733,605,1577,BG014,2021,MG,IGAM,Rio das Mortes,1
-48.171389,-21.2022219993631,4,2,2,2,0,-21.202222,-48.171389,606,1579,MOGU02800,2021,SP,CETESB,Rio Mogi-Guaçu,1
-49.6875,-21.1916999993634,9,4.333333,2,10,3,-21.1917,-49.6875,607,1580,BFAR02250,2021,SP,CETESB,Braço do Ribeirão da Fartura,2
-45.12619,-21.1761899993638,8,2,2,2,0,-21.17619,-45.12619,608,1582,BG019,2021,MG,IGAM,Rio Grande,1
-43.98044,-21.1738099993638,8,2.3375,2,3.1,0.459619,-21.17381,-43.98044,609,1583,BG013,2021,MG,IGAM,Rio das Mortes,1
-48.942222,-21.1583329993642,4,2.5,2,3,0.57735,-21.158333,-48.942222,610,1585,SDOM04300,2021,SP,CETESB,Ribeirão São Domingos,1
-45.56567,-21.1512799993644,8,2.4875,2,5.9,1.378858,-21.15128,-45.56567,611,1586,BG065,2021,MG,IGAM,Ribeirão São Pedro (GD3),1
-42.44014,-21.1498099993644,8,2.2625,2,4,0.702928,-21.14981,-42.44014,612,1587,BS059,2021,MG,IGAM,Rio Muriaé,1
-42.21456,-21.1491399993644,8,2.2375,2,3.9,0.671751,-21.14914,-42.21456,613,1589,BS057,2021,MG,IGAM,Rio Muriaé,1
-47.8025,-21.1427999993646,6,4.333333,3,7,1.505545,-21.1428,-47.8025,614,1590,TKIN02950,2021,SP,CETESB,Córrego Tanquinho,1
-44.74058,-21.1421699993646,8,2.45,2,4.1,0.848528,-21.14217,-44.74058,615,1591,BG017,2021,MG,IGAM,Rio das Mortes,1
-42.34014,-21.1374999993647,8,3.5625,2,6.1,1.292768,-21.1375,-42.34014,616,1594,BS081,2021,MG,IGAM,Rio Muriaé,1
-42.33089,-21.1238899993651,8,2.225,2,3.8,0.636396,-21.12389,-42.33089,617,1601,BS058,2021,MG,IGAM,Rio Glória,1
-41.678956,-21.122781999365,4,2.75,2,5,1.5,-21.122782,-41.678956,618,1602,ITB1E005,2021,ES,IEMA,Rio Itabapoana,1
-42.92109,-21.1148299993652,8,6.875,4.7,11.5,2.162505,-21.11483,-42.92109,619,1605,BS071,2021,MG,IGAM,Ribeirão Ubá,1
-47.762222,-21.0999999993656,6,2.333333,2,4,0.816497,-21.1,-47.762222,620,1609,PARD02500,2021,SP,CETESB,Rio Pardo - UGRHIs 4 e 12,1
-48.044444,-21.0886109993659,6,10.166667,5,19,4.792355,-21.088611,-48.044444,621,1611,SETA04600,2021,SP,CETESB,Ribeirão do Sertãozinho,1
-47.815556,-21.086943999366,5,4.8,4,6,0.83666,-21.086944,-47.815556,622,1612,RIPE04900,2021,SP,CETESB,Ribeirão Preto,1
-48.791944,-21.0780559993662,5,2,2,2,0,-21.078056,-48.791944,623,1614,ONCA02500,2021,SP,CETESB,Ribeirão da Onça (UGRHI15),1
-50.1114,-21.0777999993662,9,2.333333,2,3,0.5,-21.0778,-50.1114,624,1615,BBRA02700,2021,SP,CETESB,Braço do Ribeirão Santa Bárbara - UGRHI 19,2
-41.31075,-21.0622799993665,8,2.0875,2,2.6,0.210017,-21.06228,-41.31075,625,1617,BG015,2021,MG,IGAM,Rio das Mortes,1
-43.65702,-21.0605299993666,8,2,2,2,0,-21.06053,-43.65702,626,1618,RD068,2021,MG,IGAM,Rio Piranga,1
-49.063611,-21.0505559993668,6,7,3,12,3.521363,-21.050556,-49.063611,627,1619,SDOM04500,2021,SP,CETESB,Ribeirão São Domingos,1
-50.4675,-21.0483329993669,7,2.428571,2,3,0.534522,-21.048333,-50.4675,628,1620,TITR02100,2021,SP,CETESB,Reservatório de Três Irmãos,2
-42.83708,-21.0453299993669,8,11.7625,3.8,22.2,7.043323,-21.04533,-42.83708,629,1621,BS077,2021,MG,IGAM,Rio Xopotó (PS2),1
-40.838283,-21.0122219993678,5,2.2,2,3,0.447214,-21.012222,-40.838283,630,1623,ITP1C055,2021,ES,AGERH,Rio Itapemirim,1
-48.172222,-21.0122219993678,6,2,2,2,0,-21.012222,-48.172222,631,1624,MOGU02900,2021,SP,CETESB,Rio Mogi-Guaçu,1
-46.53,-21.0099999993678,8,2,2,2,0,-21.01,-46.53,632,1625,BG088,2021,MG,IGAM,Rio São João (GD7),1
-45.19792,-21.003689999368,8,2,2,2,0,-21.00369,-45.19792,633,1626,BG021,2021,MG,IGAM,Rio Jacaré,1
-51.421944,-20.9988889993681,4,10.75,3,19,7.5,-20.998889,-51.421944,634,1627,MOIN02600,2021,SP,CETESB,Ribeirão do Moinho,1
-40.939114,-20.9987509993681,5,2.96,2,5.7,1.588395,-20.998751,-40.939114,635,1628,ITP2C060,2021,ES,IEMA,Rio Muqui,1
-48.7075,-20.9916669993683,6,2,2,2,0,-20.991667,-48.7075,636,1630,TURV02300,2021,SP,CETESB,Rio Turvo - UGHRI 15,1
-40.825179,-20.9258199993699,4,2.8925,2,3.78,0.731727,-20.92582,-40.825179,637,1639,LGD1L002,2021,ES,IEMA,Lagoa Guanandi,2
-41.074914,-20.91836899937,5,2.4,2,4,0.894427,-20.918369,-41.074914,638,1640,ITP1C050,2021,ES,IEMA,Rio Itapemirim,1
-48.4583,-20.9138999993702,6,31.333333,5,86,30.183881,-20.9139,-48.4583,639,1642,BEBE04500,2021,SP,CETESB,Córr. Bebedouro,1
-42.01017,-20.9007499993705,8,2.2375,2,3.9,0.671751,-20.90075,-42.01017,640,1643,BS056,2021,MG,IGAM,Rio Carangola,1
-46.95069,-20.8918299993707,8,10.7,2,45.2,14.403075,-20.89183,-46.95069,641,1644,BG071,2021,MG,IGAM,Córrego Liso,1
-40.899904,-20.8899519993708,4,2.18,2,2.72,0.36,-20.889952,-40.899904,642,1645,RNS1C005,2021,ES,IEMA,Rio Novo,1
-41.098381,-20.8637699993714,5,2.2,2,3,0.447214,-20.86377,-41.098381,643,1649,ITP1D045,2021,ES,IEMA,Rio Itapemirim,1
-49.4325,-20.8533329993717,4,2,2,2,0,-20.853333,-49.4325,644,1650,BILU02900,2021,SP,CETESB,Córrego da Biluca,1
-40.939056,-20.8530589993716,4,2.1075,2,2.43,0.215,-20.853059,-40.939056,645,1651,RNS1C010,2021,ES,IEMA,Rio Novo,1
-49.090278,-20.8436109993719,5,2,2,2,0,-20.843611,-49.090278,646,1652,SDOM03900,2021,SP,CETESB,Ribeirão São Domingos,1
-40.745042,-20.840774999372,4,2.2575,2,3.03,0.515,-20.840775,-40.745042,647,1653,RPM2C015,2021,ES,IEMA,Rio Piúma,1
-46.71,-20.839999999372,8,2,2,2,0,-20.84,-46.71,648,1654,BG072,2021,MG,IGAM,Rio São João (GD7),1
-48.4831,-20.838099999372,6,4.666667,2,9,2.503331,-20.8381,-48.4831,649,1655,DEMB02800,2021,SP,CETESB,Córr. Mandembo,1
-43.80064,-20.8361899993721,8,2.125,2,2.7,0.254951,-20.83619,-43.80064,650,1656,BP022,2021,MG,IGAM,Rio Paraopeba,1
-46.82494,-20.8246399993724,8,2.8375,2,5,1.211773,-20.82464,-46.82494,651,1658,BG073,2021,MG,IGAM,Rio Santana (GD7),1
-43.5943,-20.8235799993724,8,2,2,2,0,-20.82358,-43.5943,652,1659,RD069,2021,MG,IGAM,Rio Piranga,1
-49.435,-20.8177779993725,4,2.5,2,4,1,-20.817778,-49.435,653,1660,IADE04500,2021,SP,CETESB,Córrego da Piedade,1
-49.376111,-20.8094439993727,6,3.5,2,8,2.345208,-20.809444,-49.376111,654,1661,RPRE02200,2021,SP,CETESB,Reservatório do Rio Preto,2
-41.136081,-20.798835999373,5,2.526,2,4,0.867975,-20.798836,-41.136081,655,1662,ITP1C035,2021,ES,IEMA,Rio Itapemirim,1
-42.32,-20.7899999993732,8,2.125,2,3,0.353553,-20.79,-42.32,656,1664,BS055,2021,MG,IGAM,Rio Glória,1
-43.11583,-20.7852799993733,8,2,2,2,0,-20.78528,-43.11583,657,1665,RD004,2021,MG,IGAM,Rio Xopotó (DO1),1
-51.629444,-20.7777779993735,4,2,2,2,0,-20.777778,-51.629444,658,1666,PARN02100,2021,SP,CETESB,Rio Paraná,2
-44.82,-20.7699999993737,8,2,2,2,0,-20.77,-44.82,659,1668,BG018,2021,MG,IGAM,Rio do Cervo,1
-41.268706,-20.7594429993739,5,4.8,2,16,6.26099,-20.759443,-41.268706,660,1670,ITP1C030,2021,ES,IEMA,Rio Itapemirim,1
-48.411667,-20.7444439993743,4,2.75,2,5,1.5,-20.744444,-48.411667,661,1672,PALM03800,2021,SP,CETESB,Ribeirão das Palmeiras,1
-49.103611,-20.7416669993744,4,2,2,2,0,-20.741667,-49.103611,662,1673,TURV02500,2021,SP,CETESB,Rio Turvo - UGHRI 15,1
-48.920556,-20.7311109993747,4,12.5,2,25,10.847427,-20.731111,-48.920556,663,1674,MATA04900,2021,SP,CETESB,Córrego Matadouro - UGRHI 15,1
-48.914444,-20.7286109993747,4,4,2,7,2.44949,-20.728611,-48.914444,664,1676,OLHO02690,2021,SP,CETESB,Córrego dos Olhos d Água,1
-46.39,-20.719999999375,8,2.0625,2,2.5,0.176777,-20.72,-46.39,665,1677,BG100,2021,MG,IGAM,Ribeirão Conquista,1
-49.766667,-20.717221999375,4,2.25,2,3,0.5,-20.717222,-49.766667,666,1678,SJDO02150,2021,SP,CETESB,Rio São José dos Dourados,1
-41.018739,-20.7046919993753,6,1.833333,1,2,0.408248,-20.704692,-41.018739,667,1680,RNS1C015,2021,ES,AGERH,Rio Novo,1
-48.894167,-20.7030559993754,4,2,2,2,0,-20.703056,-48.894167,668,1681,CXEI02550,2021,SP,CETESB,Rio da Cachoeirinha,1
-46.84,-20.6999999993754,8,2.075,2,2.6,0.212132,-20.7,-46.84,669,1682,BG074,2021,MG,IGAM,Rio Santana (GD7),1
-41.172816,-20.6987119993755,5,3.03,2,7,2.220248,-20.698712,-41.172816,670,1683,ITP2C040,2021,ES,IEMA,Rio Itapemirim,1
-41.92094,-20.6943299993756,8,2.75,2,4.2,0.85857,-20.69433,-41.92094,671,1685,IB003,2021,MG,IGAM,Rio São João (IB1),1
-46.6,-20.6942199993756,8,3.6875,2,6.5,1.567015,-20.69422,-46.6,672,1686,BG053,2021,MG,IGAM,Ribeirão da Bocaina,1
-43.30075,-20.6919399993756,8,2.1375,2,3.1,0.388909,-20.69194,-43.30075,673,1687,RD001,2021,MG,IGAM,Rio Piranga,1
-40.678505,-20.6866619993758,4,2,2,2,0,-20.686662,-40.678505,674,1688,BEN1C010,2021,ES,IEMA,Rio Benevente,1
-46.36222,-20.6847199993759,8,2,2,2,0,-20.68472,-46.36222,675,1689,BG051,2021,MG,IGAM,Rio Grande,1
-43.09194,-20.6719399993761,8,2,2,2,0,-20.67194,-43.09194,676,1690,RD007,2021,MG,IGAM,Rio Piranga,1
-51.444722,-20.6694439993762,7,2,2,2,0,-20.669444,-51.444722,677,1691,TIET02900,2021,SP,CETESB,Rio Tietê,1
-51.146667,-20.6597219993764,5,2,2,2,0,-20.659722,-51.146667,678,1692,TITR02800,2021,SP,CETESB,Reservatório de Três Irmãos,2
-44.06067,-20.6474699993768,8,2.3,2,4.2,0.770899,-20.64747,-44.06067,679,1694,BP024,2021,MG,IGAM,Rio Brumado,1
-40.540478,-20.6456919993768,5,2,2,2,0,-20.645692,-40.540478,680,1696,JAB1C015,2021,ES,IEMA,Rio Jabuti,1
-40.562837,-20.6427909993768,5,2,2,2,0,-20.642791,-40.562837,681,1698,JAB1C005,2021,ES,IEMA,Rio Jabuti,1
-40.543139,-20.637082999377,5,2,2,2,0,-20.637083,-40.543139,682,1701,JAB2E010,2021,ES,AGERH,Rio Jabuti,1
-40.749417,-20.636371999377,4,6.25,2,19,8.5,-20.636372,-40.749417,683,1702,BEN1C005,2021,ES,IEMA,Rio Benevente,1
-44.50117,-20.6320799993771,8,2.2875,2,3.1,0.454933,-20.63208,-44.50117,684,1704,PA024,2021,MG,IGAM,Ribeirão Passa Tempo,1
-44.43169,-20.6317199993771,8,2,2,2,0,-20.63172,-44.43169,685,1705,PA001,2021,MG,IGAM,Rio Pará,1
-47.471667,-20.6308329993772,6,7,3,17,5.403702,-20.630833,-47.471667,686,1706,BAGR04600,2021,SP,CETESB,Ribeirão dos Bagres,1
-49.355,-20.6277779993772,4,22.5,10,48,17.916473,-20.627778,-49.355,687,1707,PRET04300,2021,SP,CETESB,Rio Preto - UGRHI 15,1
-49.055,-20.6169439993775,5,2,2,2,0,-20.616944,-49.055,688,1708,CXEI02900,2021,SP,CETESB,Rio da Cachoeirinha,1
-46.83267,-20.6166699993775,8,2,2,2,0,-20.61667,-46.83267,689,1709,BG055,2021,MG,IGAM,Rio São João (GD7),1
-48.335,-20.6155559993776,4,2,2,2,0,-20.615556,-48.335,690,1710,PARD02750,2021,SP,CETESB,Rio Pardo - UGRHIs 4 e 12,1
-46.91,-20.6099999993777,8,2,2,2,0,-20.61,-46.91,691,1711,BG056,2021,MG,IGAM,Ribeirão São Pedro (GD7),1
-43.91139,-20.6022199993778,8,2.2125,2,3.1,0.415546,-20.60222,-43.91139,692,1713,BP079,2021,MG,IGAM,Rio Paraopeba,1
-43.80361,-20.5999999993779,8,4.469457,2,7.7,2.091079,-20.6,-43.80361,693,1715,BP084,2021,MG,IGAM,Rio Maranhão,1
-48.549167,-20.5861109993783,4,2,2,2,0,-20.586111,-48.549167,694,1718,PITA02450,2021,SP,CETESB,Ribeirão das Pitangueiras,1
-42.98797,-20.5793499993784,8,2,2,2,0,-20.57935,-42.98797,695,1719,RD070,2021,MG,IGAM,Rio Turvo,1
-43.99194,-20.5597199993789,8,2.25,2,3.5,0.534522,-20.55972,-43.99194,696,1722,BP026,2021,MG,IGAM,Rio Camapuã,1
-51.011111,-20.5530559993791,4,2.5,2,3,0.57735,-20.553056,-51.011111,697,1724,BSJD02200,2021,SP,CETESB,Braço do Rio São José dos Dourados,2
-43.8,-20.5399999993794,8,2.47239,2,3.5,0.618862,-20.54,-43.8,698,1725,BP014,2021,MG,IGAM,Ribeirão Soledade,1
-47.8275,-20.5233329993798,5,2,2,2,0,-20.523333,-47.8275,699,1726,SAPU02400,2021,SP,CETESB,Rio Sapucaí -UGHRI 8,1
-44.61861,-20.5174999993799,8,2.8375,2,4.2,0.787287,-20.5175,-44.61861,700,1728,PA002,2021,MG,IGAM,Ribeirão Lava-pés ou Ribeirão Paiol,1
-44.47136,-20.51613999938,8,2.35,2,3.1,0.396412,-20.51614,-44.47136,701,1729,PA026,2021,MG,IGAM,Rio do Peixe (SF2 - Município Piracema),1
-43.90444,-20.51507999938,8,3.804142,2.3,6.3,1.24369,-20.51508,-43.90444,702,1730,BP080,2021,MG,IGAM,Rio Maranhão,1
-43.98417,-20.5106399993802,8,2.271577,2,2.9,0.366404,-20.51064,-43.98417,703,1731,BP027,2021,MG,IGAM,Rio Paraopeba,1
-44.5,-20.5099999993801,8,2.3625,2,3.5,0.539676,-20.51,-44.5,704,1732,PA029,2021,MG,IGAM,Ribeirão Paracatu,1
-50.518889,-20.5086109993802,7,2.285714,2,3,0.48795,-20.508611,-50.518889,705,1733,SJDO02500,2021,SP,CETESB,Rio São José dos Dourados,1
-49.211111,-20.4994439993804,6,2.833333,2,5,1.32916,-20.499444,-49.211111,706,1735,TURV02800,2021,SP,CETESB,Rio Turvo - UGHRI 15,1
-43.54,-20.4899999993807,8,2,2,2,0,-20.49,-43.54,707,1737,RD010,2021,MG,IGAM,Rio Gualaxo do Sul,1
-45.4405,-20.4867799993807,8,7.9875,2,17.9,4.866632,-20.48678,-45.4405,708,1738,BG023,2021,MG,IGAM,Rio Formiga,1
-48.6075,-20.4777779993809,4,2.5,2,4,1,-20.477778,-48.6075,709,1739,PDRA02450,2021,SP,CETESB,Córrego das Pedras ou Mandi - UGHRI 12,1
-44.89208,-20.4556699993815,8,2,2,2,0,-20.45567,-44.89208,710,1744,PA032,2021,MG,IGAM,Ribeirão Boa Vista,1
-48.454167,-20.4502779993817,6,2.166667,2,3,0.408248,-20.450278,-48.454167,711,1755,PARD02800,2021,SP,CETESB,Rio Pardo - UGRHIs 4 e 12,1
-46,-20.4499999993816,8,2,2,2,0,-20.45,-46,712,1756,SF041,2021,MG,IGAM,Ribeirão Água Limpa,1
-43.84,-20.4499999993816,8,2.442588,2,3.5,0.546865,-20.45,-43.84,713,1757,BP016,2021,MG,IGAM,Rio Preto (SF3),1
-41.87372,-20.4485299993817,8,3.6875,2,6.7,1.709166,-20.44853,-41.87372,714,1758,IB001,2021,MG,IGAM,Rio Caparaó,1
-44.76,-20.4399999993819,8,2.2,2,3.1,0.403556,-20.44,-44.76,715,1762,PA025,2021,MG,IGAM,Ribeirão do Cláudio,1
-51.257778,-20.4327779993821,5,2.2,2,3,0.447214,-20.432778,-51.257778,716,1764,BSJD02900,2021,SP,CETESB,Braço do Rio São José dos Dourados,2
-40.458917,-20.4320829993821,5,2.8,2,6,1.788854,-20.432083,-40.458917,717,1765,JUC1E025,2021,ES,IEMA,Rio Jucu,1
-41.037839,-20.4193139993824,6,2.166667,2,3,0.408248,-20.419314,-41.037839,718,1768,RJPE001,2021,ES,AGERH,Rio Braço Norte Direito,1
-44.02528,-20.4138899993825,8,2.25,2,3,0.46291,-20.41389,-44.02528,719,1769,BP029,2021,MG,IGAM,Rio Paraopeba,1
-40.681769,-20.4115349993826,6,2.666667,2,6,1.632993,-20.411535,-40.681769,720,1770,JUC2C005,2021,ES,IEMA,Rio Jucu,1
-40.671347,-20.4072989993827,6,2,2,2,0,-20.407299,-40.671347,721,1771,JUC2C008,2021,ES,IEMA,Rio Jucu,1
-44.62972,-20.4061099993827,8,2,2,2,0,-20.40611,-44.62972,722,1772,PA003,2021,MG,IGAM,Rio Pará,1
-49.956667,-20.4052779993828,5,2,2,2,0,-20.405278,-49.956667,723,1773,RMAR02900,2021,SP,CETESB,Reservatório do Córrego Marinheirinho,2
-43.52,-20.3999999993829,8,2,2,2,0,-20.4,-43.52,724,1774,RD008,2021,MG,IGAM,Rio do Carmo,1
-40.370848,-20.3989819993829,5,1.8,1,2,0.447214,-20.398982,-40.370848,725,1775,FOR1C015,2021,ES,IEMA,Rio Formate,1
